,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
211,Nemetschek SE,Nemetschek SE,"Nemetschek SE provides software solutions for architecture, engineering, construction, media, and entertainment markets in Germany, rest of Europe, the Americas, the Asia Pacific, and internationally. It operates through four segments: Design, Build, Manage, and Media & Entertainment. The Design segment offers software solutions primarily under the Allplan, Graphisoft, Solibri, Precast, Vectorworks, SCIA, dRofus, Data Design System, Frilo, and RISA brands for architects, designers, engineers, structural engineers, specialist planners, and landscape designers, as well as developers and general contractors. This segment provides building information modeling (BIM) solutions for computer aided design and computer aided engineering in 2D and 3D building design and imaging. The Build segment offers integrated complete 5D BIM solutions primarily under the Bluebeam brand that support bidding and awarding, invoicing, budgeting, scheduling, and cost calculation; and commercial enterprise resource planning solutions. This segment serves construction companies, developers, building supplies, and general contractors, as well as planning offices, architects, and civil engineers. The Manage segment provides commercial property management services under the Crem brand; and modular and integrated software solutions for property, facility, and workplace management under the Spacewell brand for facility and property managers, banks, and insurance and property companies; and intelligent smart building platform. The Media & Entertainment segment offers software solutions under the Maxon name for rendering 3D modeling, animation, and visual effects that are used in film, television, advertising, and video game productions, as well as in medicine, product design, and infographics. Nemetschek SE was founded in 1963 and is headquartered in Munich, Germany.","Nemetschek SE provides software solutions for architecture, engineering, construction, media, and entertainment markets in Germany, rest of Europe, the Americas, the Asia Pacific, and internationally. It operates through four segments: Design, Build, Manage, and Media & Entertainment. The Design segment offers software solutions primarily under the Allplan, Graphisoft, Solibri, Precast, Vectorworks, SCIA, dRofus, Data Design System, Frilo, and RISA brands for architects, designers, engineers, structural engineers, specialist planners, and landscape designers, as well as developers and general contractors. This segment provides building information modeling (BIM) solutions for computer aided design and computer aided engineering in 2D and 3D building design and imaging. The Build segment offers integrated complete 5D BIM solutions primarily under the Bluebeam brand that support bidding and awarding, invoicing, budgeting, scheduling, and cost calculation; and commercial enterprise resource planning solutions. This segment serves construction companies, developers, building supplies, and general contractors, as well as planning offices, architects, and civil engineers. The Manage segment provides commercial property management services under the Crem brand; and modular and integrated software solutions for property, facility, and workplace management under the Spacewell brand for facility and property managers, banks, and insurance and property companies; and intelligent smart building platform. The Media & Entertainment segment offers software solutions under the Maxon name for rendering 3D modeling, animation, and visual effects that are used in film, television, advertising, and video game productions, as well as in medicine, product design, and infographics. Nemetschek SE was founded in 1963 and is headquartered in Munich, Germany.",2014-11-18,Software—Application,https://www.nemetschek.com,3139,681471000.0,NA,NA,49 89 540459 0,NA,Konrad-Zuse-Platz 1,"Munich, , DE",81829,https://www.nemetschek.com,https://www.nemetschek.com,https://financialmodelingprep.com/image-stock/NEMA.SW.png,"#Nemetschek SE, #Software—Application, #Technology",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
212,BB Biotech AG,BB Biotech AG,"BB Biotech AG is an equity fund launched and managed by Bellevue Asset Management AG. The fund invests in the public equity markets across the globe. It primarily invests in stocks of companies that are engaged in medications and diagnostics based on modern biotechnology. The fund employs a fundamental analysis to create its portfolio. BB Biotech AG was formed on November 09, 1993 and is domiciled in Switzerland.","BB Biotech AG is an equity fund launched and managed by Bellevue Asset Management AG. The fund invests in the public equity markets across the globe. It primarily invests in stocks of companies that are engaged in medications and diagnostics based on modern biotechnology. The fund employs a fundamental analysis to create its portfolio. BB Biotech AG was formed on November 09, 1993 and is domiciled in Switzerland.",2006-11-08,Biotechnology,https://www.bbbiotech.ch/en/bb-biotech/,10,-396220000.0,NA,NA,41526240845,NA,Schwertstrasse 6,"Schaffhausen, SCHAFFHAUSEN, CH",8700,https://www.bbbiotech.ch/en/bb-biotech/,https://www.bbbiotech.ch/en/bb-biotech/,https://financialmodelingprep.com/image-stock/BION.SW.png,"#BB Biotech AG, #Biotechnology, #Healthcare",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
213,Knorr-Bremse Aktiengesellschaft,Knorr-Bremse Aktiengesellschaft,"Knorr-Bremse Aktiengesellschaft develops, produces, markets, and services braking and other systems for rail and commercial vehicles worldwide. It offers intelligence entrance, power electrics and control technology, digital solutions for optimization of rail traffic, couplers, signal systems, stationary and mobile testing equipment, wiper and wash systems, and sanitary systems for mass transit and long distance rail vehicles. The company also provides electronic brake controls, as well as driver assistance, air supply, and powertrain systems for trucks, buses, trailers, and agricultural machinery. In addition, it offers leasing, holding, logistics, and media and IT services. The company was incorporated in 1998 and is headquartered in Munich, Germany. Knorr-Bremse Aktiengesellschaft is a subsidiary of KB Holding GmbH.","Knorr-Bremse Aktiengesellschaft develops, produces, markets, and services braking and other systems for rail and commercial vehicles worldwide. It offers intelligence entrance, power electrics and control technology, digital solutions for optimization of rail traffic, couplers, signal systems, stationary and mobile testing equipment, wiper and wash systems, and sanitary systems for mass transit and long distance rail vehicles. The company also provides electronic brake controls, as well as driver assistance, air supply, and powertrain systems for trucks, buses, trailers, and agricultural machinery. In addition, it offers leasing, holding, logistics, and media and IT services. The company was incorporated in 1998 and is headquartered in Munich, Germany. Knorr-Bremse Aktiengesellschaft is a subsidiary of KB Holding GmbH.",2019-01-03,Auto Parts,https://www.knorr-bremse.com,30612,6705640000.0,NA,NA,49 89 3547 0,NA,Moosacher Strasse 80,"Munich, , DE",80809,https://www.knorr-bremse.com,https://www.knorr-bremse.com,https://financialmodelingprep.com/image-stock/KBX.SW.png,"#Knorr-Bremse Aktiengesellschaft, #Auto Parts, #Consumer Cyclical",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
214,"GoPro, Inc.","GoPro, Inc.","GoPro, Inc. develops and sells cameras, mountable and wearable accessories, and subscription services and software in the United States and internationally. The company offers cloud connected HERO10 Black, HERO9 Black, and HERO8 Black waterproof cameras; MAX, a 360-degree waterproof camera; GoPro, a subscription service that includes full access to the Quik app, cloud storage supporting source video and photo quality, camera replacement, and damage protection; Quik subscription provides access to editing tools, which allows users to edit photos, videos, and create cinematic stories; and Quik app, a mobile app that enable users to get their favorite photos and videos with footage from any phone or camera. It also offers mounts and accessories comprising equipment-based mounts consisting of helmet, handlebar, roll bar, and tripod mounts that enable consumers to wear the mount on their bodies, such as wrist housings, magnetic swivel clips, chest harnesses, and head straps; media, display, and light mods; spare batteries, dive filters, and charging accessories and cables; and lifestyle gears. In addition, the company provides mobile and web applications that provides media workflow for archiving, editing, multi-clip story creation, and sharing content on the fly. GoPro, Inc. markets and sells its products through retailers and distributors, as well as through its GoPro.com website. The company was formerly known as Woodman Labs, Inc. and changed its name to GoPro, Inc. in February 2014. GoPro, Inc. was founded in 2002 and is headquartered in San Mateo, California.","GoPro, Inc. develops and sells cameras, mountable and wearable accessories, and subscription services and software in the United States and internationally. The company offers cloud connected HERO10 Black, HERO9 Black, and HERO8 Black waterproof cameras; MAX, a 360-degree waterproof camera; GoPro, a subscription service that includes full access to the Quik app, cloud storage supporting source video and photo quality, camera replacement, and damage protection; Quik subscription provides access to editing tools, which allows users to edit photos, videos, and create cinematic stories; and Quik app, a mobile app that enable users to get their favorite photos and videos with footage from any phone or camera. It also offers mounts and accessories comprising equipment-based mounts consisting of helmet, handlebar, roll bar, and tripod mounts that enable consumers to wear the mount on their bodies, such as wrist housings, magnetic swivel clips, chest harnesses, and head straps; media, display, and light mods; spare batteries, dive filters, and charging accessories and cables; and lifestyle gears. In addition, the company provides mobile and web applications that provides media workflow for archiving, editing, multi-clip story creation, and sharing content on the fly. GoPro, Inc. markets and sells its products through retailers and distributors, as well as through its GoPro.com website. The company was formerly known as Woodman Labs, Inc. and changed its name to GoPro, Inc. in February 2014. GoPro, Inc. was founded in 2002 and is headquartered in San Mateo, California.",2014-11-03,Consumer Electronics,https://www.gopro.com,766,1161084000.0,NA,NA,650 332 7600,NA,3025 Clearview Way,"San Mateo, CA, US",94402,https://www.gopro.com,https://www.gopro.com,https://financialmodelingprep.com/image-stock/GPRO.SW.png,"#GoPro, Inc., #Consumer Electronics, #Technology",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
215,BNP Paribas SA,BNP Paribas SA,"BNP Paribas SA provides a range of banking and financial services in France and internationally. It operates through two divisions, Retail Banking and Services, and Corporate and Institutional Banking. The company offers long-term corporate vehicle leasing, and rental and other financing solutions; and digital banking and investment services, cash management, and factoring services to corporate clients, as well as wealth management services. It also provides credit solutions for individuals under the Cetelem, Cofinoga, Findomestic, AlphaCredit, and Opel Vauxhall brands; savings and protection solutions, including insuring individuals, and their personal projects and assets; and asset management, private banking, and real estate services. In addition, the company offers global market services, including investment, hedging, financing, research, and market intellingence across asset classes; security services comprising clearing, custody, and asset and fund services, as well as corporate trust, and market and financing services; and corporate trade and treasury, debt financing, specialized financing, strategic advisory, mergers and acquisition, and equity capital market services for institutional and corporate clients. The company was formerly known as Banque Nationale de Paris and changed its name to BNP Paribas SA in May 2000. BNP Paribas SA was founded in 1848 and is headquartered in Paris, France.","BNP Paribas SA provides a range of banking and financial services in France and internationally. It operates through two divisions, Retail Banking and Services, and Corporate and Institutional Banking. The company offers long-term corporate vehicle leasing, and rental and other financing solutions; and digital banking and investment services, cash management, and factoring services to corporate clients, as well as wealth management services. It also provides credit solutions for individuals under the Cetelem, Cofinoga, Findomestic, AlphaCredit, and Opel Vauxhall brands; savings and protection solutions, including insuring individuals, and their personal projects and assets; and asset management, private banking, and real estate services. In addition, the company offers global market services, including investment, hedging, financing, research, and market intellingence across asset classes; security services comprising clearing, custody, and asset and fund services, as well as corporate trust, and market and financing services; and corporate trade and treasury, debt financing, specialized financing, strategic advisory, mergers and acquisition, and equity capital market services for institutional and corporate clients. The company was formerly known as Banque Nationale de Paris and changed its name to BNP Paribas SA in May 2000. BNP Paribas SA was founded in 1848 and is headquartered in Paris, France.",2022-02-23,,https://group.bnpparibas,,56355000000.0,NA,NA,33 1 40 14 45 46,NA,16 boulevard des Italiens,"Paris, , FR",75009,https://group.bnpparibas,https://group.bnpparibas,https://financialmodelingprep.com/image-stock/BNP.SW.png,"#BNP Paribas SA, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
216,Compagnie Internationale pour la Communication,Compagnie Internationale pour la Communication,"Compagnie Internationale pour la Communication operates as a financial holding company. It engages in the acquisition of stakes in companies, granting of loans and cash advances, etc. in Switzerland and Europe. The company was founded in 1928 and is headquartered in Geneva, Switzerland.","Compagnie Internationale pour la Communication operates as a financial holding company. It engages in the acquisition of stakes in companies, granting of loans and cash advances, etc. in Switzerland and Europe. The company was founded in 1928 and is headquartered in Geneva, Switzerland.",1996-08-02,Real Estate Services,https://www.cicomsa.com,,0.0, Georges Gard,NA,41227374000,NA,"rue du Nant 22, c/o Sogefco SA","GENEVE, GENEVE, CH",1207,https://www.cicomsa.com,https://www.cicomsa.com,https://financialmodelingprep.com/image-stock/CIE.SW.jpg,"#Compagnie Internationale pour la Communication, #Real Estate Services, #Real Estate",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
217,BKW AG,BKW AG,"BKW AG plans, builds, and operates infrastructure to produce and supply energy for businesses, households, and the public sector in Switzerland, Germany, Italy, France, and internationally. It operates through three segments: Energy, Grid, and Services. The Energy segment builds, operates, and maintains power plants, such as hydroelectric, nuclear, fossil-fuel, and other renewable energy power plants. It also sells energy, as well as trades in electricity, certificates, and commodities. The Grid segment builds, operates, and maintains distribution grid. The Services segment engages in the provision of planning and engineering consultancy services for energy; infrastructure and environmental projects; and integrated services in the area of building technology, as well as the construction, servicing, and maintenance of energy, telecommunication, transport, and water networks. The company is headquartered in Bern, Switzerland.","BKW AG plans, builds, and operates infrastructure to produce and supply energy for businesses, households, and the public sector in Switzerland, Germany, Italy, France, and internationally. It operates through three segments: Energy, Grid, and Services. The Energy segment builds, operates, and maintains power plants, such as hydroelectric, nuclear, fossil-fuel, and other renewable energy power plants. It also sells energy, as well as trades in electricity, certificates, and commodities. The Grid segment builds, operates, and maintains distribution grid. The Services segment engages in the provision of planning and engineering consultancy services for energy; infrastructure and environmental projects; and integrated services in the area of building technology, as well as the construction, servicing, and maintenance of energy, telecommunication, transport, and water networks. The company is headquartered in Bern, Switzerland.",2011-12-12,Utilities—Renewable,https://www.bkw.ch,10750,3380000000.0,Dr. Suzanne Thoma,NA,41844121113,NA,Viktoriaplatz 2,"Bern, BERN, CH",3013,https://www.bkw.ch,https://www.bkw.ch,https://financialmodelingprep.com/image-stock/BKW.SW.png,"#BKW AG, #Utilities—Renewable, #Utilities",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
218,HBM Healthcare Investments AG,HBM Healthcare Investments AG,"HBM Healthcare Investments AG specializes in fund of funds and direct investments in middle market and mature companies. The fund prefers to invest in start up, early stage, mid stage, mid venture, late venture, and late stage private companies, unlisted emerging companies, small cap public companies, buyouts, growth capital, and private investment in public equities (PIPES). Within fund of funds, it invests in venture capital funds. It also seeks to finance spin-offs of product lines or departments from larger corporations and the expansion or restructuring of established companies, seed stages, venture capital, expansion capital stages, spin-offs, and buyouts. The fund prefers to invest in the private and public companies in the healthcare sector with a focus on human medicine, drugs, pharma , biopharma, biotechnology, diagnostics, medical technology, and related industries. It seeks to make initial investments in companies whose primary products are in clinical development or the immediately preceding stage. The fund typically invests globally with a focus on Asia Pacific, Asia, North America, and Europe. In case of public companies, it focuses on those which originate from its private portfolio. The fund increases its investment in portfolio companies by participating in a follow-on financing or after the portfolio company's IPO. It may acquire majority participations in portfolio companies, usually takes a seat on the portfolio company's Board of Directors, and largely makes equity investments but may also invest through other instruments including convertible bonds, debt securities, structured products, and derivatives. The fund exits its portfolio companies through trade sale or IPO.","HBM Healthcare Investments AG specializes in fund of funds and direct investments in middle market and mature companies. The fund prefers to invest in start up, early stage, mid stage, mid venture, late venture, and late stage private companies, unlisted emerging companies, small cap public companies, buyouts, growth capital, and private investment in public equities (PIPES). Within fund of funds, it invests in venture capital funds. It also seeks to finance spin-offs of product lines or departments from larger corporations and the expansion or restructuring of established companies, seed stages, venture capital, expansion capital stages, spin-offs, and buyouts. The fund prefers to invest in the private and public companies in the healthcare sector with a focus on human medicine, drugs, pharma , biopharma, biotechnology, diagnostics, medical technology, and related industries. It seeks to make initial investments in companies whose primary products are in clinical development or the immediately preceding stage. The fund typically invests globally with a focus on Asia Pacific, Asia, North America, and Europe. In case of public companies, it focuses on those which originate from its private portfolio. The fund increases its investment in portfolio companies by participating in a follow-on financing or after the portfolio company's IPO. It may acquire majority participations in portfolio companies, usually takes a seat on the portfolio company's Board of Directors, and largely makes equity investments but may also invest through other instruments including convertible bonds, debt securities, structured products, and derivatives. The fund exits its portfolio companies through trade sale or IPO.",2008-02-14,Asset Management,https://www.hbmhealthcare.com,,766308000.0,Dr. Andreas Wicki,NA,41417107577,NA,Bundesplatz 1,"Zug, ZUG, CH",6301,https://www.hbmhealthcare.com,https://www.hbmhealthcare.com,https://financialmodelingprep.com/image-stock/HBMN.SW.png,"#HBM Healthcare Investments AG, #Asset Management, #Financial Services",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
219,LEM Holding SA,LEM Holding SA,"LEM Holding SA, together with its subsidiaries, provides solutions for measuring electrical parameters in China, the United States, Germany, Japan, Italy, Switzerland, and internationally. It operates in two segments, Industry and Automotive. The Industry segment develops, manufactures, and sells electronic components called transducers for the measurement of current and voltage of various industrial applications. The Automotive segment develops, manufactures, and sells transducers for applications in automotive markets. The company also offers energy meters; smart electronic battery sensors and shunts; and integrators. Its products are used in various applications, such as drives, welding, renewable energies, power supplies, traction, high-precision, trackside, automation, automotive battery management and motor control, smart grid, electric vehicle chargers, conventional and green cars businesses, as well as for AC/DC converters, uninterrupted power supply systems for computers, micro turbines, and wind and solar power generation. The company was founded in 1972 and is based in Plan-les-Ouates, Switzerland.","LEM Holding SA, together with its subsidiaries, provides solutions for measuring electrical parameters in China, the United States, Germany, Japan, Italy, Switzerland, and internationally. It operates in two segments, Industry and Automotive. The Industry segment develops, manufactures, and sells electronic components called transducers for the measurement of current and voltage of various industrial applications. The Automotive segment develops, manufactures, and sells transducers for applications in automotive markets. The company also offers energy meters; smart electronic battery sensors and shunts; and integrators. Its products are used in various applications, such as drives, welding, renewable energies, power supplies, traction, high-precision, trackside, automation, automotive battery management and motor control, smart grid, electric vehicle chargers, conventional and green cars businesses, as well as for AC/DC converters, uninterrupted power supply systems for computers, micro turbines, and wind and solar power generation. The company was founded in 1972 and is based in Plan-les-Ouates, Switzerland.",2013-06-04,Electrical Equipment & Parts,https://www.lem.com,1297,300966000.0,Mr. Frank Rehfeld,NA,,NA,Avenue Beauregard 1,"Fribourg, FRIBOURG, CH",1228,https://www.lem.com,https://www.lem.com,https://financialmodelingprep.com/image-stock/LEHN.SW.png,"#LEM Holding SA, #Electrical Equipment & Parts, #Industrials",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
220,KUKA Aktiengesellschaft,KUKA Aktiengesellschaft,"KUKA Aktiengesellschaft, an automation company, provides robot-based automation solutions worldwide. It operates through five segments: Systems, Robotics, Swisslog, Swisslog Healthcare, and China. The company develops, manufactures, and distributes industrial, collaborative, and mobile robots, as well as robot controllers, software, and digital services. It also offers automated guided vehicles and other automation components, including individual system components, tools and fixtures, automated production cells, and turnkey systems for the automotive industry; and robot-based and modular manufacturing cells, as well as support services. In addition, the company offers automated solutions for hospitals, warehouses, and distribution centers; and warehouse management systems and healthcare systems. It serves customers in the automotive, electronics, e-commerce/retail, consumer goods, metal, healthcare, and other industries. The company was formerly known as Industrie-Werke Karlsruhe Augsburg Aktiengesellschaft and changed its name to KUKA Aktiengesellschaft in 2007. The company was founded in 1898 and is headquartered in Augsburg, Germany. KUKA Aktiengesellschaft is a subsidiary of Midea Electric Netherlands (I) B.V.","KUKA Aktiengesellschaft, an automation company, provides robot-based automation solutions worldwide. It operates through five segments: Systems, Robotics, Swisslog, Swisslog Healthcare, and China. The company develops, manufactures, and distributes industrial, collaborative, and mobile robots, as well as robot controllers, software, and digital services. It also offers automated guided vehicles and other automation components, including individual system components, tools and fixtures, automated production cells, and turnkey systems for the automotive industry; and robot-based and modular manufacturing cells, as well as support services. In addition, the company offers automated solutions for hospitals, warehouses, and distribution centers; and warehouse management systems and healthcare systems. It serves customers in the automotive, electronics, e-commerce/retail, consumer goods, metal, healthcare, and other industries. The company was formerly known as Industrie-Werke Karlsruhe Augsburg Aktiengesellschaft and changed its name to KUKA Aktiengesellschaft in 2007. The company was founded in 1898 and is headquartered in Augsburg, Germany. KUKA Aktiengesellschaft is a subsidiary of Midea Electric Netherlands (I) B.V.",2014-11-05,Specialty Industrial Machinery,https://www.kuka.com,14017,3286200000.0,NA,NA,49 821 797 0,NA,Zugspitzstrasse 140,"Augsburg, , DE",86165,https://www.kuka.com,https://www.kuka.com,https://financialmodelingprep.com/image-stock/KU2.SW.png,"#KUKA Aktiengesellschaft, #Specialty Industrial Machinery, #Industrials",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
221,Burkhalter Holding AG,Burkhalter Holding AG,"Burkhalter Holding AG, through its subsidiaries, provides electrical engineering services to the construction sector in Switzerland. The company offers installations services for single-family homes and residential developments, industrial and commercial enterprises, public buildings, hotels and infrastructure facilities, etc.; communication and network solutions, including communication cabling, mobile communication, switching and routing, IT security, voice over IP, and unified communications and collaboration services; automation solutions to control technical equipment, such as lighting, blinds, heating, ventilation, and multimedia and security technology; and safety and security systems, such as burglar alarms and alarm, access control, fire alarm, smoke and heat exhaust, emergency exit, and security lighting systems. It also provides servicing and maintenance services, and switchboards. The company was formerly known as Ernst Burkhalter Ing. Burkhalter Holding AG was founded in 1959 and is based in Zürich, Switzerland.","Burkhalter Holding AG, through its subsidiaries, provides electrical engineering services to the construction sector in Switzerland. The company offers installations services for single-family homes and residential developments, industrial and commercial enterprises, public buildings, hotels and infrastructure facilities, etc.; communication and network solutions, including communication cabling, mobile communication, switching and routing, IT security, voice over IP, and unified communications and collaboration services; automation solutions to control technical equipment, such as lighting, blinds, heating, ventilation, and multimedia and security technology; and safety and security systems, such as burglar alarms and alarm, access control, fire alarm, smoke and heat exhaust, emergency exit, and security lighting systems. It also provides servicing and maintenance services, and switchboards. The company was formerly known as Ernst Burkhalter Ing. Burkhalter Holding AG was founded in 1959 and is based in Zürich, Switzerland.",2008-06-20,Engineering & Construction,https://www.burkhalter.ch,3200,548594000.0,Mr. Marco Syfrig,NA,41444324777,NA,Hohlstrasse 475,"Zurich, ZUERICH, CH",8048,https://www.burkhalter.ch,https://www.burkhalter.ch,https://financialmodelingprep.com/image-stock/BRKN.SW.png,"#Burkhalter Holding AG, #Engineering & Construction, #Industrials",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
222,Givaudan SA,Givaudan SA,"Givaudan SA, together with its subsidiaries, manufactures, supplies, and sells fragrance, beauty, taste, and wellbeing products to the consumer goods industry. The company operates through in divisions, Fragrance & Beauty, and Taste & Wellbeing. The Fragrance & Beauty division offers fine fragrances, consumer products, and fragrance ingredients and active beauty products. The Taste & Wellbeing division provides beverages, such as carbonated soft drinks, juices, bottled waters, ready-to-drink products, alcoholic beverages, hot drinks, and others; dairy and cheese products, including dairy drinks, yoghurt, ice cream, chilled desserts, cream cheese, and spreads; snacks comprising rice crackers and cassava chips; savory and nutraceutical products; and biscuits, crackers, and cereals, as well as confectionery products, such as chewing gums, chocolates, and sweets. It operates in Switzerland, Europe, Africa, the Middle East, North America, Latin America, and the Asia Pacific. The company was founded in 1796 and is headquartered in Vernier, Switzerland.","Givaudan SA, together with its subsidiaries, manufactures, supplies, and sells fragrance, beauty, taste, and wellbeing products to the consumer goods industry. The company operates through in divisions, Fragrance & Beauty, and Taste & Wellbeing. The Fragrance & Beauty division offers fine fragrances, consumer products, and fragrance ingredients and active beauty products. The Taste & Wellbeing division provides beverages, such as carbonated soft drinks, juices, bottled waters, ready-to-drink products, alcoholic beverages, hot drinks, and others; dairy and cheese products, including dairy drinks, yoghurt, ice cream, chilled desserts, cream cheese, and spreads; snacks comprising rice crackers and cassava chips; savory and nutraceutical products; and biscuits, crackers, and cereals, as well as confectionery products, such as chewing gums, chocolates, and sweets. It operates in Switzerland, Europe, Africa, the Middle East, North America, Latin America, and the Asia Pacific. The company was founded in 1796 and is headquartered in Vernier, Switzerland.",2000-06-08,Specialty Chemicals,https://www.givaudan.com,16842,6684000000.0,Mr. Gilles Andrier,NA,41227809111,NA,Chemin de la Parfumerie 5,"Vernier, GENEVE, CH",1214,https://www.givaudan.com,https://www.givaudan.com,https://financialmodelingprep.com/image-stock/GIVN.SW.png,"#Givaudan SA, #Specialty Chemicals, #Basic Materials",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
223,Komax Holding AG,Komax Holding AG,"Komax Holding AG, together with its subsidiaries, engages in the automated wire processing business. The company offers electrical, rotary, and coaxial wire strippers, as well as rotary jacket strippers; wire crimpers for the semiautomatic machine; cutting and stripping machines; crimp to crimp wire processing machines for processing single conductors and double-crimp connections; wire twisting machines; and harness manufacturing machines for automatic block loading and wire harness manufacturing. It also provides wire-handling machines for preliminary wire processing; marking systems; process modules for economical production; quality tools; software solutions for automatic crimping machines; and a range of accessories. In addition, the company offers flexible benchtop crimping platform for individual processing; flexible platform for specific customers; automated rotary table for time saving in double-sided processing; and customer-specific platforms. Further, it provides digital services; consulting and installation services comprising inspection, production analysis, feasibility testing, installation, leasing, and acceptance testing services; and technical support and maintenance services, including helpdesk, production and ramp-up support, emergency planning, relocation, repair, and service and maintenance contracting services, as well as spare and wear parts. Additionally, the company offers upgrades and calibration services, as well as online and onsite training services. It offers its products under the Artos, Exmore, Kabatec, Laselec, Thonauer, and TSK brand names. The company serves automotive, aerospace, datacom/telecom, and industrial market segments. It operates in Switzerland, Europe, North and South America, Africa, and the Asia Pacific. The company was founded in 1975 and is headquartered in Dierikon, Switzerland.","Komax Holding AG, together with its subsidiaries, engages in the automated wire processing business. The company offers electrical, rotary, and coaxial wire strippers, as well as rotary jacket strippers; wire crimpers for the semiautomatic machine; cutting and stripping machines; crimp to crimp wire processing machines for processing single conductors and double-crimp connections; wire twisting machines; and harness manufacturing machines for automatic block loading and wire harness manufacturing. It also provides wire-handling machines for preliminary wire processing; marking systems; process modules for economical production; quality tools; software solutions for automatic crimping machines; and a range of accessories. In addition, the company offers flexible benchtop crimping platform for individual processing; flexible platform for specific customers; automated rotary table for time saving in double-sided processing; and customer-specific platforms. Further, it provides digital services; consulting and installation services comprising inspection, production analysis, feasibility testing, installation, leasing, and acceptance testing services; and technical support and maintenance services, including helpdesk, production and ramp-up support, emergency planning, relocation, repair, and service and maintenance contracting services, as well as spare and wear parts. Additionally, the company offers upgrades and calibration services, as well as online and onsite training services. It offers its products under the Artos, Exmore, Kabatec, Laselec, Thonauer, and TSK brand names. The company serves automotive, aerospace, datacom/telecom, and industrial market segments. It operates in Switzerland, Europe, North and South America, Africa, and the Asia Pacific. The company was founded in 1975 and is headquartered in Dierikon, Switzerland.",2000-05-24,Specialty Industrial Machinery,https://www.komaxgroup.com,2121,415921000.0,Mr. Matijas Meyer,NA,41414550455,NA,Industriestrasse 6,"DIERIKON, LUZERN, CH",6036,https://www.komaxgroup.com,https://www.komaxgroup.com,https://financialmodelingprep.com/image-stock/KOMN.SW.png,"#Komax Holding AG, #Specialty Industrial Machinery, #Industrials",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
224,ENR Russia Invest SA,ENR Russia Invest SA,"ENR Russia Invest SA specializes in private equity, real estate, listed equities, and fixed income securities. Within private equity, it seeks to invest in expansion capital to execute growth strategies and development of optimal corporate and capital structures. It invests in infrastructure projects or companies benefitting from government or third party infrastructure developments. The fund prefers to invest through equity and/or equity related and/or debt instruments or derivatives instruments. The fund seeks to invest in Russia and certain Commonwealth of Independent States and the Baltic States. It prefers to invest between $5 million and $20 million in its portfolio companies. The fund takes minority interests.","ENR Russia Invest SA specializes in private equity, real estate, listed equities, and fixed income securities. Within private equity, it seeks to invest in expansion capital to execute growth strategies and development of optimal corporate and capital structures. It invests in infrastructure projects or companies benefitting from government or third party infrastructure developments. The fund prefers to invest through equity and/or equity related and/or debt instruments or derivatives instruments. The fund seeks to invest in Russia and certain Commonwealth of Independent States and the Baltic States. It prefers to invest between $5 million and $20 million in its portfolio companies. The fund takes minority interests.",2000-01-04,Asset Management,https://www.enr.ch,19,4282714.0,NA,NA,41 22 510 2626,NA,2-4 place du Molard,"Geneva, , CH",1211,https://www.enr.ch,https://www.enr.ch,https://financialmodelingprep.com/image-stock/RUS.SW.png,"#ENR Russia Invest SA, #Asset Management, #Financial Services",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
